IdTab_file,IdTab,Row,Column,Datapoint,factValue,qOOR
f_01.01,f_01.01,r0183,c0010,dp152253,9678.0,
f_01.01,f_01.01,r0231,c0010,dp46532,30682.0,
f_01.01,f_01.01,r0232,c0010,dp46530,12075.0,
f_01.01,f_01.01,r0233,c0010,dp46534,4008.0,
f_01.01,f_01.01,r0234,c0010,dp46025,20452.0,
f_01.01,f_01.01,r0235,c0010,dp46023,4197.0,
f_01.01,f_01.01,r0236,c0010,dp46022,15559.0,
f_01.01,f_01.01,r0237,c0010,dp46026,696.0,
f_01.01,f_01.01,r0240,c0010,dp11478,7381.0,
f_01.01,f_01.01,r0250,c0010,dp32402,250.0,
f_01.01,f_01.01,r0260,c0010,dp11802,241.0,
f_01.01,f_01.01,r0270,c0010,dp32420,29094.0,
f_01.01,f_01.01,r0280,c0010,dp11922,12152.0,
f_01.01,f_01.01,r0290,c0010,dp11776,16942.0,
f_01.01,f_01.01,r0300,c0010,dp32406,26528.0,
f_01.01,f_01.01,r0310,c0010,dp32404,16077.0,
f_01.01,f_01.01,r0320,c0010,dp32408,10451.0,
f_01.01,f_01.01,r0330,c0010,dp32422,30859.0,
f_01.01,f_01.01,r0340,c0010,dp32360,13158.0,
f_01.01,f_01.01,r0350,c0010,dp113147,17701.0,
f_01.01,f_01.01,r0360,c0010,dp32356,18315.0,
f_01.01,f_01.01,r0370,c0010,dp10903,3455.0,
f_01.01,f_01.01,r0375,c0010,dp155442,3022.0,
f_01.01,f_01.01,r0380,c0010,dp32354,467297.0,
f_01.01,f_01.01,r0390,c0010,dp151652,14599.0,
f_01.02,f_01.02,r0010,c0010,dp11345,-33801.0,
f_01.02,f_01.02,r0020,c0010,dp11343,-9356.0,
f_01.02,f_01.02,r0030,c0010,dp11349,-2289.0,
f_01.02,f_01.02,r0040,c0010,dp11341,-3286.0,
f_01.02,f_01.02,r0050,c0010,dp11332,-9835.0,
f_01.02,f_01.02,r0060,c0010,dp11347,-9035.0,
f_01.02,f_01.02,r0061,c0010,dp45982,-24724.0,
f_01.02,f_01.02,r0062,c0010,dp45981,-4544.0,
f_01.02,f_01.02,r0063,c0010,dp45984,-8237.0,
f_01.02,f_01.02,r0064,c0010,dp45980,-8461.0,
f_01.02,f_01.02,r0065,c0010,dp45972,-1089.0,
f_01.02,f_01.02,r0066,c0010,dp45983,-2393.0,
f_01.02,f_01.02,r0070,c0010,dp11247,-16999.0,
f_01.02,f_01.02,r0080,c0010,dp11243,-5266.0,
f_01.02,f_01.02,r0090,c0010,dp11233,-4412.0,
f_01.02,f_01.02,r0100,c0010,dp11249,-7321.0,
f_01.02,f_01.02,r0110,c0010,dp11451,-2320.0,
f_01.02,f_01.02,r0120,c0010,dp11447,-449.0,
f_01.02,f_01.02,r0130,c0010,dp11437,-136.0,
f_01.02,f_01.02,r0140,c0010,dp11453,-1735.0,
f_01.02,f_01.02,r0141,c0010,dp45849,-13876.0,
f_01.02,f_01.02,r0142,c0010,dp45846,-5544.0,
f_01.02,f_01.02,r0143,c0010,dp45837,-7412.0,
f_01.02,f_01.02,r0144,c0010,dp45851,-920.0,
f_01.02,f_01.02,r0150,c0010,dp11485,-2141.0,
f_01.02,f_01.02,r0160,c0010,dp32629,1681.0,
f_01.02,f_01.02,r0170,c0010,dp32633,-28793.0,
f_01.02,f_01.02,r0175,c0010,dp46317,-1234.0,
f_01.02,f_01.02,r0180,c0010,dp113186,-2938.0,
f_01.02,f_01.02,r0190,c0010,dp32636,-956.0,
f_01.02,f_01.02,r0200,c0010,dp32646,-2642.0,
f_01.02,f_01.02,r0210,c0010,dp32644,-9748.0,
f_01.02,f_01.02,r0220,c0010,dp152670,-8108.0,
f_01.02,f_01.02,r0230,c0010,dp32642,-3167.0,
f_01.02,f_01.02,r0240,c0010,dp32651,-6453.0,
f_01.02,f_01.02,r0250,c0010,dp32594,-4989.0,
f_01.02,f_01.02,r0260,c0010,dp113175,-1464.0,
f_01.02,f_01.02,r0270,c0010,dp32648,-264.0,
f_01.02,f_01.02,r0280,c0010,dp32631,-3334.0,
f_01.02,f_01.02,r0290,c0010,dp10907,-6261.0,
f_01.02,f_01.02,r0295,c0010,dp155640,-9923.0,
f_01.02,f_01.02,r0300,c0010,dp32592,-153938.0,
f_01.03,f_01.03,r0310,c0010,dp32654,157300.0,
f_02.00,f_02.00,r0010,c0010,dp33853,-114409.0,
f_02.00,f_02.00,r0020,c0010,dp11116,-25430.0,
f_02.00,f_02.00,r0025,c0010,dp152740,-16514.0,
f_02.00,f_02.00,r0030,c0010,dp10980,-6650.0,
f_02.00,f_02.00,r0041,c0010,dp152881,-47289.0,
f_02.00,f_02.00,r0051,c0010,dp152255,-7013.0,
f_02.00,f_02.00,r0070,c0010,dp11678,6298.0,
f_02.00,f_02.00,r0080,c0010,dp33859,-1404.0,
f_02.00,f_02.00,r0085,c0010,dp149615,-16407.0,
f_02.00,f_02.00,r0090,c0010,dp33803,131630.0,
f_02.00,f_02.00,r0100,c0010,dp11351,37505.0,
f_02.00,f_02.00,r0110,c0010,dp11251,32293.0,
f_02.00,f_02.00,r0120,c0010,dp11455,10624.0,
f_02.00,f_02.00,r0130,c0010,dp11677,26382.0,
f_02.00,f_02.00,r0140,c0010,dp33812,7653.0,
f_02.00,f_02.00,r0145,c0010,dp149605,17173.0,
f_02.00,f_02.00,r0150,c0010,dp33815,24006.0,
f_02.00,f_02.00,r0160,c0010,dp33861,-95535.0,
f_02.00,f_02.00,r0170,c0010,dp11117,-24443.0,
f_02.00,f_02.00,r0175,c0010,dp152741,-37496.0,
f_02.00,f_02.00,r0191,c0010,dp152882,-7669.0,
f_02.00,f_02.00,r0192,c0010,dp153011,-25927.0,
f_02.00,f_02.00,r0200,c0010,dp33870,-5765.0,
f_02.00,f_02.00,r0210,c0010,dp33821,10170.0,
f_02.00,f_02.00,r0220,c0010,dp10744,-34403.0,
f_02.00,f_02.00,r0231,c0010,dp152883,-12304.0,
f_02.00,f_02.00,r0241,c0010,dp152256,44914.0,
f_02.00,f_02.00,r0260,c0010,dp11456,26486.0,
f_02.00,f_02.00,r0270,c0010,dp10900,40993.0,
f_02.00,f_02.00,r0280,c0010,dp10678,10757.0,
f_02.00,f_02.00,r0285,c0010,dp46571,36657.0,
f_02.00,f_02.00,r0287,c0010,dp152746,-22596.0,
f_02.00,f_02.00,r0290,c0010,dp56328,3642.0,
f_02.00,f_02.00,r0295,c0010,dp45638,15328.0,
f_02.00,f_02.00,r0300,c0010,dp33937,39794.0,
f_02.00,f_02.00,r0310,c0010,dp33942,21834.0,
f_02.00,f_02.00,r0330,c0010,dp33924,43401.0,
f_02.00,f_02.00,r0340,c0010,dp33896,-39454.0,
f_02.00,f_02.00,r0350,c0010,dp33831,31630.0,
f_02.00,f_02.00,r0355,c0010,dp46612,-37972.0,
f_02.00,f_02.00,r0360,c0010,dp33816,64900.0,
f_02.00,f_02.00,r0370,c0010,dp33818,44404.0,
f_02.00,f_02.00,r0380,c0010,dp33817,20496.0,
f_02.00,f_02.00,r0385,c0010,dp433799,1805.0,
f_02.00,f_02.00,r0390,c0010,dp57016,15338.0,
f_02.00,f_02.00,r0400,c0010,dp56343,5757.0,
f_02.00,f_02.00,r0410,c0010,dp56338,1160.0,
f_02.00,f_02.00,r0415,c0010,dp57014,48901.0,
f_02.00,f_02.00,r0420,c0010,dp57015,9581.0,
f_02.00,f_02.00,r0425,c0010,dp150928,-22501.0,
f_02.00,f_02.00,r0426,c0010,dp152885,7606.0,
f_02.00,f_02.00,r0427,c0010,dp152258,-30107.0,
f_02.00,f_02.00,r0430,c0010,dp33932,40355.0,
f_02.00,f_02.00,r0440,c0010,dp57024,28636.0,
f_02.00,f_02.00,r0450,c0010,dp33934,40355.0,
f_02.00,f_02.00,r0455,c0010,dp46347,48643.0,
f_02.00,f_02.00,r0460,c0010,dp10616,31087.0,
f_02.00,f_02.00,r0481,c0010,dp152884,27467.0,
f_02.00,f_02.00,r0491,c0010,dp152257,34300.0,
f_02.00,f_02.00,r0510,c0010,dp11816,38270.0,
f_02.00,f_02.00,r0520,c0010,dp33926,50280.0,
f_02.00,f_02.00,r0530,c0010,dp11932,12833.0,
f_02.00,f_02.00,r0540,c0010,dp11786,37211.0,
f_02.00,f_02.00,r0550,c0010,dp33928,19394.0,
f_02.00,f_02.00,r0560,c0010,dp11916,17258.0,
f_02.00,f_02.00,r0570,c0010,dp33925,37447.0,
f_02.00,f_02.00,r0580,c0010,dp33895,20.0,
f_02.00,f_02.00,r0590,c0010,dp11812,12062.0,
f_02.00,f_02.00,r0600,c0010,dp10913,8011.0,
f_02.00,f_02.00,r0610,c0010,dp33946,250298.0,
f_02.00,f_02.00,r0620,c0010,dp33952,3950.0,
f_02.00,f_02.00,r0630,c0010,dp33948,254248.0,
f_02.00,f_02.00,r0640,c0010,dp33949,52788.0,
f_02.00,f_02.00,r0650,c0010,dp33947,30345.0,
f_02.00,f_02.00,r0660,c0010,dp33953,22443.0,
f_02.00,f_02.00,r0670,c0010,dp57025,307036.0,
f_02.00,f_02.00,r0680,c0010,dp57020,307036.0,
f_02.00,f_02.00,r0690,c0010,dp57021,34174.0,
f_03.00,f_03.00,r0010,c0010,dp57025,5684675.0,
f_03.00,f_03.00,r0340,c0010,dp33951,5684675.0,
f_03.00,f_03.00,r0350,c0010,dp33898,5684675.0,
f_03.00,f_03.00,r0360,c0010,dp33899,5684675.0,
f_04.02.2,f_04.02.2,r0010,c0010,dp10974,38699.0,
f_04.02.2,f_04.02.2,r0020,c0010,dp5485814,28514.0,
f_04.02.2,f_04.02.2,r0030,c0010,dp10953,24741.0,
f_04.02.2,f_04.02.2,r0040,c0010,dp67306,31420.0,
f_04.02.2,f_04.02.2,r0050,c0010,dp10959,45562.0,
f_04.02.2,f_04.02.2,r0060,c0010,dp10972,7401.0,
f_04.02.2,f_04.02.2,r0060,c0020,dp151177,-24590.0,
f_04.02.2,f_04.02.2,r0070,c0010,dp10950,5587.0,
f_04.02.2,f_04.02.2,r0070,c0020,dp151166,-17644.0,
f_04.02.2,f_04.02.2,r0080,c0010,dp10955,27711.0,
f_04.02.2,f_04.02.2,r0080,c0020,dp151170,-10447.0,
f_04.02.2,f_04.02.2,r0090,c0010,dp10952,47300.0,
f_04.02.2,f_04.02.2,r0090,c0020,dp151168,-42285.0,
f_04.02.2,f_04.02.2,r0100,c0010,dp67305,43750.0,
f_04.02.2,f_04.02.2,r0100,c0020,dp151175,-43683.0,
f_04.02.2,f_04.02.2,r0110,c0010,dp10958,1814.0,
f_04.02.2,f_04.02.2,r0110,c0020,dp151173,-6946.0,
f_04.02.2,f_04.02.2,r0120,c0010,dp10978,54659.0,
f_04.02.2,f_04.02.2,r0120,c0020,dp151179,-33845.0,
f_04.02.2,f_04.02.2,r0130,c0010,dp10951,36973.0,
f_04.02.2,f_04.02.2,r0130,c0020,dp151167,-31064.0,
f_04.02.2,f_04.02.2,r0140,c0010,dp10956,17776.0,
f_04.02.2,f_04.02.2,r0140,c0020,dp151171,-47166.0,
f_04.02.2,f_04.02.2,r0150,c0010,dp10954,23633.0,
f_04.02.2,f_04.02.2,r0150,c0020,dp151169,-40610.0,
f_04.02.2,f_04.02.2,r0160,c0010,dp67307,6706.0,
f_04.02.2,f_04.02.2,r0160,c0020,dp151176,-43177.0,
f_04.02.2,f_04.02.2,r0170,c0010,dp10960,42188.0,
f_04.02.2,f_04.02.2,r0170,c0020,dp151174,-23277.0,
f_04.02.2,f_04.02.2,r0180,c0010,dp10957,17686.0,
f_04.02.2,f_04.02.2,r0180,c0020,dp151172,-2781.0,
f_04.02.2,f_04.02.2,r0190,c0010,dp10976,100759.0,
f_04.02.2,f_04.02.2,r0190,c0020,dp151178,-58435.0,
f_04.06,f_04.06,r0005,c0010,dp45920,57304.0,
f_04.06,f_04.06,r0010,c0010,dp45922,28339.0,
f_04.06,f_04.06,r0020,c0010,dp45923,17664.0,
f_04.06,f_04.06,r0030,c0010,dp45898,41680.0,
f_04.06,f_04.06,r0040,c0010,dp67592,69804.0,
f_04.06,f_04.06,r0050,c0010,dp45904,67230.0,
f_04.06,f_04.06,r0060,c0010,dp45919,122779.0,
f_04.06,f_04.06,r0070,c0010,dp45895,53447.0,
f_04.06,f_04.06,r0080,c0010,dp45900,5639.0,
f_04.06,f_04.06,r0090,c0010,dp45897,59734.0,
f_04.06,f_04.06,r0100,c0010,dp67591,29625.0,
f_04.06,f_04.06,r0110,c0010,dp45903,69332.0,
f_04.06,f_04.06,r0120,c0010,dp45924,57615.0,
f_04.06,f_04.06,r0130,c0010,dp45896,11876.0,
f_04.06,f_04.06,r0140,c0010,dp45901,29166.0,
f_04.06,f_04.06,r0150,c0010,dp45899,1947.0,
f_04.06,f_04.06,r0160,c0010,dp67593,69085.0,
f_04.06,f_04.06,r0170,c0010,dp45905,63148.0,
f_04.06,f_04.06,r0180,c0010,dp45902,45739.0,
f_04.06,f_04.06,r0190,c0010,dp45921,266037.0,
f_04.07,f_04.07,r0010,c0010,dp45691,4024.0,
f_04.07,f_04.07,r0020,c0010,dp45692,54938.0,
f_04.07,f_04.07,r0030,c0010,dp45671,28988.0,
f_04.07,f_04.07,r0040,c0010,dp67577,19159.0,
f_04.07,f_04.07,r0050,c0010,dp45677,35118.0,
f_04.07,f_04.07,r0060,c0010,dp45690,86400.0,
f_04.07,f_04.07,r0060,c0021,dp151777,-86974.0,
f_04.07,f_04.07,r0070,c0010,dp45668,33206.0,
f_04.07,f_04.07,r0070,c0021,dp151766,-21913.0,
f_04.07,f_04.07,r0080,c0010,dp45673,38683.0,
f_04.07,f_04.07,r0080,c0021,dp151770,-68139.0,
f_04.07,f_04.07,r0090,c0010,dp45670,69218.0,
f_04.07,f_04.07,r0090,c0021,dp151768,-60509.0,
f_04.07,f_04.07,r0100,c0010,dp67576,53801.0,
f_04.07,f_04.07,r0100,c0021,dp151775,-9974.0,
f_04.07,f_04.07,r0110,c0010,dp45676,53194.0,
f_04.07,f_04.07,r0110,c0021,dp151773,-65061.0,
f_04.07,f_04.07,r0120,c0010,dp45694,35090.0,
f_04.07,f_04.07,r0120,c0021,dp151779,-25492.0,
f_04.07,f_04.07,r0130,c0010,dp45669,17780.0,
f_04.07,f_04.07,r0130,c0021,dp151767,-2686.0,
f_04.07,f_04.07,r0140,c0010,dp45674,55307.0,
f_04.07,f_04.07,r0140,c0021,dp151771,-64566.0,
f_04.07,f_04.07,r0150,c0010,dp45672,55817.0,
f_04.07,f_04.07,r0150,c0021,dp151769,-64867.0,
f_04.07,f_04.07,r0160,c0010,dp67578,96.0,
f_04.07,f_04.07,r0160,c0021,dp151776,-24341.0,
f_04.07,f_04.07,r0170,c0010,dp45678,10756.0,
f_04.07,f_04.07,r0170,c0021,dp151774,-9119.0,
f_04.07,f_04.07,r0180,c0010,dp45675,17310.0,
f_04.07,f_04.07,r0180,c0021,dp151772,-22806.0,
f_04.07,f_04.07,r0190,c0010,dp45693,125514.0,
f_04.07,f_04.07,r0190,c0021,dp151778,-112466.0,
f_04.08,f_04.08,r0010,c0010,dp153517,65206.0,
f_04.08,f_04.08,r0010,c0040,dp153460,90960.0,
f_04.08,f_04.08,r0010,c0050,dp153455,82648.0,
f_04.08,f_04.08,r0010,c0060,dp150369,-24464.0,
f_04.08,f_04.08,r0010,c0070,dp150477,-34924.0,
f_04.08,f_04.08,r0010,c0080,dp150430,-95677.0,
f_04.08,f_04.08,r0010,c0090,dp153479,-93905.0,
f_04.08,f_04.08,r0010,c0100,dp153498,-54431.0,
f_04.08,f_04.08,r0020,c0010,dp153518,12728.0,
f_04.08,f_04.08,r0020,c0040,dp153461,66457.0,
f_04.08,f_04.08,r0020,c0050,dp153456,5434.0,
f_04.08,f_04.08,r0020,c0060,dp150370,-71593.0,
f_04.08,f_04.08,r0020,c0070,dp150478,-11129.0,
f_04.08,f_04.08,r0020,c0080,dp150431,-80097.0,
f_04.08,f_04.08,r0020,c0090,dp153480,-97567.0,
f_04.08,f_04.08,r0020,c0100,dp153499,-49753.0,
f_04.08,f_04.08,r0030,c0010,dp153505,69710.0,
f_04.08,f_04.08,r0030,c0040,dp153434,16561.0,
f_04.08,f_04.08,r0030,c0050,dp153431,78719.0,
f_04.08,f_04.08,r0030,c0060,dp150357,-20500.0,
f_04.08,f_04.08,r0030,c0070,dp150465,-28775.0,
f_04.08,f_04.08,r0030,c0080,dp150418,-64340.0,
f_04.08,f_04.08,r0030,c0090,dp153467,-79736.0,
f_04.08,f_04.08,r0030,c0100,dp153486,-4443.0,
f_04.08,f_04.08,r0040,c0010,dp153514,57734.0,
f_04.08,f_04.08,r0040,c0040,dp153452,57172.0,
f_04.08,f_04.08,r0040,c0050,dp153449,97034.0,
f_04.08,f_04.08,r0040,c0060,dp150366,-65203.0,
f_04.08,f_04.08,r0040,c0070,dp150474,-7074.0,
f_04.08,f_04.08,r0040,c0080,dp150427,-72406.0,
f_04.08,f_04.08,r0040,c0090,dp153476,-35910.0,
f_04.08,f_04.08,r0040,c0100,dp153495,-30556.0,
f_04.08,f_04.08,r0050,c0010,dp153511,64229.0,
f_04.08,f_04.08,r0050,c0040,dp153446,56961.0,
f_04.08,f_04.08,r0050,c0050,dp153443,31260.0,
f_04.08,f_04.08,r0050,c0060,dp150363,-82954.0,
f_04.08,f_04.08,r0050,c0070,dp150471,-46923.0,
f_04.08,f_04.08,r0050,c0080,dp150424,-34056.0,
f_04.08,f_04.08,r0050,c0090,dp153473,-71100.0,
f_04.08,f_04.08,r0050,c0100,dp153492,-50412.0,
f_04.08,f_04.08,r0060,c0010,dp153516,108911.0,
f_04.08,f_04.08,r0060,c0030,dp153532,-69934.0,
f_04.08,f_04.08,r0060,c0040,dp153459,130012.0,
f_04.08,f_04.08,r0060,c0050,dp153454,113801.0,
f_04.08,f_04.08,r0060,c0060,dp150368,-140309.0,
f_04.08,f_04.08,r0060,c0070,dp150476,-73630.0,
f_04.08,f_04.08,r0060,c0080,dp150429,-66611.0,
f_04.08,f_04.08,r0060,c0090,dp153478,-87138.0,
f_04.08,f_04.08,r0060,c0100,dp153497,-138215.0,
f_04.08,f_04.08,r0070,c0010,dp153502,34084.0,
f_04.08,f_04.08,r0070,c0030,dp153521,-16307.0,
f_04.08,f_04.08,r0070,c0040,dp153428,72954.0,
f_04.08,f_04.08,r0070,c0050,dp153426,17941.0,
f_04.08,f_04.08,r0070,c0060,dp150354,-50310.0,
f_04.08,f_04.08,r0070,c0070,dp150462,-62540.0,
f_04.08,f_04.08,r0070,c0080,dp150415,-53960.0,
f_04.08,f_04.08,r0070,c0090,dp153464,-71275.0,
f_04.08,f_04.08,r0070,c0100,dp153483,-63261.0,
f_04.08,f_04.08,r0080,c0010,dp153507,8252.0,
f_04.08,f_04.08,r0080,c0030,dp153525,-73106.0,
f_04.08,f_04.08,r0080,c0040,dp153438,63361.0,
f_04.08,f_04.08,r0080,c0050,dp153436,31469.0,
f_04.08,f_04.08,r0080,c0060,dp150359,-45307.0,
f_04.08,f_04.08,r0080,c0070,dp150467,-59554.0,
f_04.08,f_04.08,r0080,c0080,dp150420,-62511.0,
f_04.08,f_04.08,r0080,c0090,dp153469,-6027.0,
f_04.08,f_04.08,r0080,c0100,dp153488,-9651.0,
f_04.08,f_04.08,r0090,c0010,dp153504,94729.0,
f_04.08,f_04.08,r0090,c0030,dp153523,-27494.0,
f_04.08,f_04.08,r0090,c0040,dp153433,15095.0,
f_04.08,f_04.08,r0090,c0050,dp153430,17437.0,
f_04.08,f_04.08,r0090,c0060,dp150356,-7248.0,
f_04.08,f_04.08,r0090,c0070,dp150464,-69946.0,
f_04.08,f_04.08,r0090,c0080,dp150417,-27115.0,
f_04.08,f_04.08,r0090,c0090,dp153466,-88861.0,
f_04.08,f_04.08,r0090,c0100,dp153485,-44607.0,
f_04.08,f_04.08,r0100,c0010,dp153513,18402.0,
f_04.08,f_04.08,r0100,c0030,dp153530,-59130.0,
f_04.08,f_04.08,r0100,c0040,dp153451,72349.0,
f_04.08,f_04.08,r0100,c0050,dp153448,59441.0,
f_04.08,f_04.08,r0100,c0060,dp150365,-62522.0,
f_04.08,f_04.08,r0100,c0070,dp150473,-98823.0,
f_04.08,f_04.08,r0100,c0080,dp150426,-36106.0,
f_04.08,f_04.08,r0100,c0090,dp153475,-62534.0,
f_04.08,f_04.08,r0100,c0100,dp153494,-21031.0,
f_04.08,f_04.08,r0110,c0010,dp153510,74827.0,
f_04.08,f_04.08,r0110,c0030,dp153528,-53627.0,
f_04.08,f_04.08,r0110,c0040,dp153445,57058.0,
f_04.08,f_04.08,r0110,c0050,dp153442,95860.0,
f_04.08,f_04.08,r0110,c0060,dp150362,-89999.0,
f_04.08,f_04.08,r0110,c0070,dp150470,-11090.0,
f_04.08,f_04.08,r0110,c0080,dp150423,-12651.0,
f_04.08,f_04.08,r0110,c0090,dp153472,-15863.0,
f_04.08,f_04.08,r0110,c0100,dp153491,-74954.0,
f_04.08,f_04.08,r0120,c0010,dp153520,285042.0,
f_04.08,f_04.08,r0120,c0030,dp153534,-318846.0,
f_04.08,f_04.08,r0120,c0040,dp153463,448250.0,
f_04.08,f_04.08,r0120,c0050,dp153458,264508.0,
f_04.08,f_04.08,r0120,c0060,dp150372,-321392.0,
f_04.08,f_04.08,r0120,c0070,dp150480,-264297.0,
f_04.08,f_04.08,r0120,c0080,dp150433,-375522.0,
f_04.08,f_04.08,r0120,c0090,dp153482,-205990.0,
f_04.08,f_04.08,r0120,c0100,dp153501,-160024.0,
f_04.08,f_04.08,r0130,c0010,dp153503,7862.0,
f_04.08,f_04.08,r0130,c0030,dp153522,-88302.0,
f_04.08,f_04.08,r0130,c0040,dp153429,72572.0,
f_04.08,f_04.08,r0130,c0050,dp153427,63416.0,
f_04.08,f_04.08,r0130,c0060,dp150355,-81985.0,
f_04.08,f_04.08,r0130,c0070,dp150463,-15633.0,
f_04.08,f_04.08,r0130,c0080,dp150416,-77276.0,
f_04.08,f_04.08,r0130,c0090,dp153465,-22993.0,
f_04.08,f_04.08,r0130,c0100,dp153484,-24936.0,
f_04.08,f_04.08,r0140,c0010,dp153508,49945.0,
f_04.08,f_04.08,r0140,c0030,dp153526,-83984.0,
f_04.08,f_04.08,r0140,c0040,dp153439,34178.0,
f_04.08,f_04.08,r0140,c0050,dp153437,12663.0,
f_04.08,f_04.08,r0140,c0060,dp150360,-26383.0,
f_04.08,f_04.08,r0140,c0070,dp150468,-72544.0,
f_04.08,f_04.08,r0140,c0080,dp150421,-51095.0,
f_04.08,f_04.08,r0140,c0090,dp153470,-62782.0,
f_04.08,f_04.08,r0140,c0100,dp153489,-43485.0,
f_04.08,f_04.08,r0150,c0010,dp153506,5580.0,
f_04.08,f_04.08,r0150,c0030,dp153524,-6630.0,
f_04.08,f_04.08,r0150,c0040,dp153435,69535.0,
f_04.08,f_04.08,r0150,c0050,dp153432,47338.0,
f_04.08,f_04.08,r0150,c0060,dp150358,-16229.0,
f_04.08,f_04.08,r0150,c0070,dp150466,-904.0,
f_04.08,f_04.08,r0150,c0080,dp150419,-58336.0,
f_04.08,f_04.08,r0150,c0090,dp153468,-60052.0,
f_04.08,f_04.08,r0150,c0100,dp153487,-1085.0,
f_04.08,f_04.08,r0160,c0010,dp153515,80764.0,
f_04.08,f_04.08,r0160,c0030,dp153531,-76048.0,
f_04.08,f_04.08,r0160,c0040,dp153453,93580.0,
f_04.08,f_04.08,r0160,c0050,dp153450,52267.0,
f_04.08,f_04.08,r0160,c0060,dp150367,-47861.0,
f_04.08,f_04.08,r0160,c0070,dp150475,-28319.0,
f_04.08,f_04.08,r0160,c0080,dp150428,-90642.0,
f_04.08,f_04.08,r0160,c0090,dp153477,-622.0,
f_04.08,f_04.08,r0160,c0100,dp153496,-4494.0,
f_04.08,f_04.08,r0170,c0010,dp153512,52604.0,
f_04.08,f_04.08,r0170,c0030,dp153529,-14878.0,
f_04.08,f_04.08,r0170,c0040,dp153447,81872.0,
f_04.08,f_04.08,r0170,c0050,dp153444,34863.0,
f_04.08,f_04.08,r0170,c0060,dp150364,-71528.0,
f_04.08,f_04.08,r0170,c0070,dp150472,-48823.0,
f_04.08,f_04.08,r0170,c0080,dp150425,-67663.0,
f_04.08,f_04.08,r0170,c0090,dp153474,-31733.0,
f_04.08,f_04.08,r0170,c0100,dp153493,-14849.0,
f_04.08,f_04.08,r0175,c0010,dp429531,40477.0,
f_04.08,f_04.08,r0175,c0030,dp429532,-49015.0,
f_04.08,f_04.08,r0175,c0040,dp429528,22183.0,
f_04.08,f_04.08,r0175,c0050,dp429527,89875.0,
f_04.08,f_04.08,r0175,c0060,dp429143,-34021.0,
f_04.08,f_04.08,r0175,c0070,dp429149,-29708.0,
f_04.08,f_04.08,r0175,c0080,dp429146,-51179.0,
f_04.08,f_04.08,r0175,c0090,dp429529,-32038.0,
f_04.08,f_04.08,r0175,c0100,dp429530,-8012.0,
f_04.08,f_04.08,r0180,c0010,dp153509,88287.0,
f_04.08,f_04.08,r0180,c0030,dp153527,-49004.0,
f_04.08,f_04.08,r0180,c0040,dp153441,96513.0,
f_04.08,f_04.08,r0180,c0050,dp153440,53961.0,
f_04.08,f_04.08,r0180,c0060,dp150361,-77406.0,
f_04.08,f_04.08,r0180,c0070,dp150469,-98074.0,
f_04.08,f_04.08,r0180,c0080,dp150422,-30510.0,
